      HaloID      x[Mpc/h]     y[MPc/h]     z[MPc/h] m500c[Msol]    Avail[0/1]  Files_1 Files_2 Files_3 Files_4
          43      1755.37      2050.36      2013.41  1.53515e+15       0        1982
          44      2535.52      1919.29      1814.42  1.28728e+15       0         484
          45      2662.31      2194.24      1589.09  1.65646e+15       0        4953
          46      1747.45      1830.70      1757.30  5.90641e+14       0        1944
          47      201.459      370.248      2379.25  1.11317e+15       0          70
          48      382.387      280.814      2114.39  1.21986e+15       0         785
          49      1493.79      1493.17      5.29164  1.24654e+15       0        5249
          50      919.784      14.5293      282.697  1.06376e+15       0        2303
          51      809.630      1818.17      2359.22  1.31952e+15       0        4634
          52      1353.87      816.421      322.571  1.74753e+15       0        2176
          53      1994.55      1596.84      2673.49  1.38364e+15       0        3926        3951
          54      793.087      2513.95      203.127  1.25274e+15       0        4178
          55      996.495      981.382      2257.88  1.34079e+15       0        5505
          56      767.786      1350.26      2204.20  1.05741e+15       0        5417
          57      1641.19      1599.84      1470.76  1.00327e+15       0        4878
          58      1253.55      234.413      1556.92  1.17955e+15       0        2063
          59      2568.93      448.490      1273.85  5.39307e+14       0        2582
          60      490.120      1839.24      1134.63  1.43411e+15       0        4110
          61      2065.07      1891.34      941.940  1.51041e+15       0        4838
          62      865.597      1488.11      1633.96  1.27663e+15       0        5445
          63      1082.85      1198.82      1339.65  1.06511e+15       0         812
          65      1077.27      732.721      1415.83  8.86502e+14       0        3249
          66      1665.91      1550.89      2650.30  1.20118e+15       0        2850
          67      291.694      2490.87      1260.67  1.25582e+15       0        2323        5320
          68      494.768      2368.71      154.241  1.29648e+15       0        3305
          70      820.394      2322.76      473.717  1.34922e+15       0        1393
          71      1858.88      1451.66      178.947  6.07300e+14       0        2285
          72      875.803      2641.72      1256.64  1.30789e+15       0         750
          73      38.8134      1528.76      1952.71  5.02619e+14       0        3052
          74      782.947      1858.61      2165.15  1.00624e+15       0        4186
          75      2127.33      1355.54      1534.74  6.16710e+14       0        4359
          76      738.153      1822.69      1777.57  9.53083e+14       0        1314
          79      859.964      133.150      970.196  1.06726e+15       0        5458
          80      2200.82      1817.05      2396.36  9.04892e+14       0         921
          81      2482.99      2069.47      2248.73  1.28160e+15       0        1498
          82      590.533      736.260      2561.42  9.75509e+14       0        1976        4047
          83      410.152      89.5910      2321.11  1.03526e+15       0        1829
          85      286.672      2320.39      1181.33  6.16234e+14       0        2742
          86      2608.26      1536.94      182.682  1.36312e+15       0        1885
          87      1012.00      2117.76      2217.55  1.08230e+15       0        5405
          88      822.063      2144.20      4.38630  6.52644e+14       0        3416
          89      635.189      507.167      2442.31  1.38234e+15       0        1264
          90      2664.97      844.927      1659.62  9.94937e+14       0        3302
          91      1584.92      192.192      1327.29  1.10321e+15       0        2116
          92      889.894      1363.96      679.974  8.15978e+14       0         734
          93      2548.78      1264.45      653.280  9.63522e+14       0        1045
          94      99.6011      1504.77      1918.70  1.28712e+15       0        2703
          95      2072.46      1255.70      460.784  1.58530e+15       0        1532
          96      208.713      2529.67      1616.32  1.36536e+15       0        2577
          97      1160.38      66.1144      111.703  1.01072e+15       0        5378
          98      430.954      2377.68      115.282  1.32989e+15       0        3305
          99      2133.25      74.9713      2565.23  1.47843e+15       0        3235
         100      1092.68      1211.40      1083.38  7.28075e+14       0        4299
         101      215.880      1583.21      980.423  9.61013e+14       0        4438
         103      2308.46      575.651      1535.76  1.30456e+15       0         387
         104      1499.18      1485.08      7.79202  1.07607e+15       0        5249
         105      1974.64      2227.16      1249.73  1.10118e+15       0        3516
         106      1087.29      1450.50      2537.68  9.35475e+14       0        2989
         107      2231.76      1131.34      367.246  7.64138e+14       0        3216
         108      692.879      2151.49      644.465  1.13205e+15       0        1301
         109      1298.91      2293.02      2480.43  1.15310e+15       0        2345
         110      2104.25      255.745      1507.87  9.86034e+14       0        4995
         111      2031.54      580.628      726.598  1.12682e+15       0        2766
         112      1516.37      2425.14      2659.46  5.95901e+14       0         801
         113      546.782      439.916      360.624  1.11630e+15       0        4018
         114      2471.91      388.358      877.401  1.31647e+15       0        3543
         115      945.337      2450.60      733.597  9.00525e+14       0         994
         116      102.039      1425.05      2453.40  9.09249e+14       0         850
         117      1894.12      1221.49      783.294  9.80003e+14       0        3106
         118      1163.49      1784.83      451.595  8.85760e+14       0        2488
         119      556.691      268.217      155.455  1.04382e+15       0        5978
         120      82.3292      1990.21      1627.24  1.30092e+15       0        4327        5506
         121      1049.48      511.112      1732.41  1.06091e+15       0        5954
         122      2326.14      2502.64      1786.34  1.18616e+15       0        2181
         123      1566.16      1203.57      1467.80  1.20935e+15       0         862        2716
         124      2473.80      2568.27      2153.26  9.07299e+14       0        5001
         125      269.538      1552.89      1311.85  1.30588e+15       0          52
         126      1735.53      632.112      638.253  1.09031e+15       0        2379
         127      1565.36      978.056      2596.82  1.23946e+15       0        1055
         128      2208.24      1283.91      781.884  6.88729e+14       0        5768
         129      1628.36      2646.79      1728.63  1.15814e+15       0        2942
         130      17.7644      115.762      2152.36  5.30055e+14       0         355
         131      486.927      140.305      241.396  1.04793e+15       0        4060
         132      2555.36      2334.93      2375.68  5.76107e+14       0        5089
         133      2294.59      587.767      1711.48  5.67773e+14       0        5827
         134      1877.90      1973.35      1463.58  1.20931e+15       0        2781
         135      1981.64      662.582      138.295  1.01210e+15       0        1013
         136      1726.48      101.267      642.721  1.09052e+15       0        5606
         137      452.537      1518.91      1014.59  1.13022e+15       0        3877
         138      167.375      406.593      1926.22  7.36220e+14       0        4807        5891
         139      2486.31      1289.84      2013.53  1.31111e+15       0        4742
         140      202.228      743.430      722.579  1.05357e+15       0        4785
         141      1195.19      1988.98      1510.15  1.17571e+15       0        1683        2691
         142      919.347      645.995      2502.58  1.49008e+15       0        2079
         143      2431.12      1387.03      604.062  1.09532e+15       0         240
         144      1021.13      2119.21      2211.82  5.94269e+14       0        5405
         145      2376.80      1169.03      2457.96  1.34419e+15       0        2382
         146      43.7774      1386.97      1823.72  1.05154e+15       0        1329
         147      1773.99      2407.97      484.925  6.79954e+14       0        4564
         148      1677.36      2001.04      441.333  1.12044e+15       0        3125
         149      1048.60      2286.22      2268.98  5.88076e+14       0        3759        5654
         150      1815.21      2031.62      1429.37  8.04289e+14       0        3641
         151      808.702      637.821      76.9437  6.70002e+14       0        1470
         152      307.175      1915.81      1273.55  1.46177e+15       0        4791
         153      1219.48      1524.61      744.010  6.38484e+14       0        3077
         154      1892.43      2144.93      1478.45  8.79544e+14       0         879
         155      2155.52      562.192      1696.03  5.09762e+14       0        1642
         156      2020.46      600.894      1488.41  6.35151e+14       0        5319
         157      183.426      463.546      2026.72  6.55463e+14       0         799
         158      499.354      1250.15      1110.96  5.27454e+14       0         962
         159      2007.75      1878.88      824.870  1.06107e+15       0        3103
         160      1264.92      639.341      1004.86  1.19583e+15       0        3755
         162      2114.46      2097.67      221.839  1.09985e+15       0        5540
         163      457.841      1273.38      1062.63  6.58422e+14       0         962
         164      1045.14      1689.26      345.381  7.09934e+14       0        3558
         165      1440.65      1726.84      1578.29  8.85037e+14       0        5960
         166      2114.82      2062.95      1614.08  1.05094e+15       0        2879
         167      2184.45      759.238      1290.95  1.10995e+15       0         855        1835
         168      545.461      1593.59      165.945  8.39475e+14       0        3763        5129
         169      242.421      2665.10      1980.11  1.17818e+15       0         400
         170      68.1043      1823.02      607.803  8.74189e+14       0        5831
         173      313.858      2453.95      682.255  1.05529e+15       0        4421
         174      1589.96      282.242      625.611  9.82910e+14       0        1737
         175      511.677      2253.47      630.672  5.19308e+14       0        4432
         176      2270.46      1182.19      247.417  6.70407e+14       0         704        4297
         177      2174.56      2685.92      2187.51  1.00660e+15       0        4647
         178      1102.24      2488.81      507.718  1.03466e+15       0        3839
         179      505.062      263.293      1382.72  1.22130e+15       0         610        4266
         180      2280.24      405.084      101.329  9.11275e+14       0        1065
         181      2518.76      1653.00      1631.90  1.15668e+15       0          74        2775
         182      723.282      2201.03      531.096  1.11778e+15       0        1301
         183      984.366      2181.09      372.102  7.07908e+14       0        1253
         184      1187.95      36.1648      511.913  6.72691e+14       0        1343
         185      966.087      1859.54      1905.73  1.00077e+15       0        1308
         186      87.6682      2310.64      551.304  5.78178e+14       0        5958
         187      1530.51      2319.31      676.662  6.86134e+14       0        1727
         188      1034.80      2360.43      1076.59  8.14734e+14       0        1286
         189      2306.17      795.967      2396.40  7.33483e+14       0         364
         190      2464.67      203.068      1623.54  7.39735e+14       0        1153
         191      1361.83      2284.44      1781.91  1.33306e+15       0        4243
         192      1662.11      397.473      2244.06  1.07856e+15       0        4828
         193      449.908      518.848      959.242  6.61106e+14       0        2024
         194      1148.60      555.715      2536.50  1.29505e+15       0        5460
         195      189.630      2216.97      658.990  1.21416e+15       0        1814
         196      1847.02      574.346      742.513  1.25526e+15       0        4435        5597
         197      448.791      1479.44      1142.89  1.17044e+15       0        1091
         198      1291.74      2453.04      1089.32  1.16193e+15       0         790        1143
         199      1707.80      101.805      914.930  1.08616e+15       0        3463
         200      1907.38      2465.64      2307.44  7.17369e+14       0        2859
         202      2546.87      1135.44      1414.96  8.21805e+14       0        3812
         203      1445.03      1044.38      2161.86  8.33461e+14       0        3014
         204      1014.44      2170.61      2255.18  5.17312e+14       0        5405
         205      2284.77      1482.97      88.7927  8.66268e+14       0        1445
         206      37.5707      528.037      834.016  1.05421e+15       0         357
         207      1926.96      604.624      153.606  8.76461e+14       0        1013
         209      2603.56      1385.92      517.859  6.91188e+14       0        3822        5569
         210      783.562      742.282      623.861  1.06574e+15       0        3980
         211      1161.52      2314.03      2431.09  9.74483e+14       0        5672
         212      421.050      222.649      1295.71  8.53067e+14       0        2405        5286
         213      2384.57      1766.56      2218.33  1.17113e+15       0         290        4969
         216      1772.80      1754.47      978.332  9.54486e+14       0        3768
         219      270.995      2211.09      344.696  1.11700e+15       0         196
         220      2114.37      2340.47      1999.88  1.21345e+15       0        2195
         221      317.073      2445.00      651.957  1.08862e+15       0        5797
         222      420.000      1804.99      2214.61  8.68717e+14       0         225        2978
         223      1918.01      2352.72      1432.34  5.42904e+14       0        2311        3957
         224      1891.71      1521.22      2529.16  1.02621e+15       0        5700
         225      1412.82      1948.64      1870.29  1.08455e+15       0         887
         226      2414.19      1544.59      2211.74  1.05304e+15       0        5835
         228      199.872      1067.45      254.353  9.24541e+14       0        5206
         229      370.044      1049.93      284.644  5.85652e+14       0        3090
         230      2115.91      642.431      71.0578  6.78095e+14       0        4682
         231      1326.88      1789.44      1500.42  8.92943e+14       0         474
         232      650.523      709.119      2510.57  5.19082e+14       0        2287
         234      1791.87      2323.56      295.172  1.07680e+15       0        2099
         235      336.181      382.327      449.968  9.37552e+14       0        3631        4425
         236      2079.51      893.207      2001.94  1.04572e+15       0        2581
         237      283.375      2374.24      1513.75  1.09556e+15       0        3587        4810
         238      46.0440      2259.25      1160.88  8.36710e+14       0         535
         239      941.897      2380.56      2103.67  7.59878e+14       0         875
         240      1403.17      90.8291      1095.58  8.30230e+14       0        4000
         241      2448.44      1396.30      558.427  1.22021e+15       0        2300
         242      1679.36      277.650      1062.25  9.78966e+14       0        2498        4988
         243      2654.23      1984.63      603.004  5.70719e+14       0        3401
         244      1791.07      2358.27      26.4343  1.21292e+15       0        1491
         245      2417.29      862.824      659.424  9.30706e+14       0          10
         246      1077.14      1409.99      1141.96  8.13534e+14       0         816
         247      389.418      1155.92      1069.78  5.88756e+14       0        4436
         248      515.481      680.263      1776.38  9.45290e+14       0        3666
         249      1570.60      1566.65      63.9824  1.01639e+15       0        3985
         250      2121.40      2551.06      1714.96  9.17494e+14       0        1591
         252      1565.71      1958.93      1152.53  5.02951e+14       0         606
         254      255.943      1429.94      2460.92  1.09128e+15       0          50        3826
         255      218.433      1766.88      1610.06  1.15360e+15       0        3205
         257      1454.33      382.313      1709.59  9.81161e+14       0        1555
         258      692.810      1553.44      1112.35  1.03966e+15       0        1524
         259      1859.85      1721.42      294.225  7.09372e+14       0        3000
         260      2581.02      2238.79      719.913  1.18376e+15       0        2500
         261      1627.03      1236.65      1331.74  5.00592e+14       0        2661
         262      384.797      2099.08      823.488  8.92751e+14       0        2516        2906
         263      204.058      221.863      2331.64  6.07756e+14       0         646
         264      130.882      2246.00      422.176  1.07054e+15       0        2439
         265      2568.79      1323.70      2402.29  1.19119e+15       0        1868
         266      1786.26      165.480      1274.55  5.08860e+14       0        3966        5058
         267      2179.41      818.803      430.501  8.26359e+14       0        4720
         268      1256.22      1594.70      1941.11  1.04992e+15       0        1947
         269      85.9449      884.754      701.674  9.14388e+14       0        3634
         270      565.859      1268.68      1147.04  1.04126e+15       0        4498
         271      2106.81      2662.00      1979.44  1.05222e+15       0        1441
         272      1173.08      1922.65      1215.56  1.20580e+15       0        3395
         273      2553.95      2275.58      1396.89  8.25385e+14       0        2171
         274      1119.93      64.3128      1378.99  1.15383e+15       0         643
         275      641.907      1356.49      1864.88  7.26366e+14       0        3622
         276      288.620      543.104      490.290  9.08270e+14       0        2317
         277      184.210      2551.84      1600.08  1.13946e+15       0        2577
         278      1238.02      1407.50      2466.75  9.49297e+14       0         707
         280      2388.57      2382.79      1890.20  9.48662e+14       0        2296
         281      1641.11      1918.38      1241.03  7.60014e+14       0        3228
         282      2658.14      2275.52      621.376  8.84122e+14       0        3640
         283      2292.36      258.803      1225.65  7.08064e+14       0        5928
         284      308.370      1649.24      1966.49  5.50894e+14       0        2719
         285      679.902      1285.63      1983.82  6.58496e+14       0        3030
         287      1951.46      489.675      42.3756  1.38817e+15       0         745
         288      1506.78      1417.74      1309.93  9.27156e+14       0        4820
         289      616.673      2507.58      1427.14  9.44182e+14       0         173        3921
         290      2146.53      369.788      581.652  9.22607e+14       0          68
         291      2495.63      391.227      763.095  7.09485e+14       0        2704
         292      1745.02      87.6957      558.059  1.04044e+15       0        3744
         293      1790.93      203.657      728.550  1.07871e+15       0        2236
         294      721.307      1696.18      1446.73  9.13661e+14       0        5070
         295      1369.64      2131.52      196.517  1.36069e+15       0         467
         296      1677.87      1572.78      1379.47  1.22205e+15       0        3024
         297      392.368      1136.17      1796.93  8.89318e+14       0          37
         298      723.534      563.571      274.957  1.08546e+15       0         927
         299      90.4161      1943.41      801.170  7.40833e+14       0        5157
         300      2415.42      1901.64      887.186  8.43098e+14       0        4581
         301      2660.08      1425.01      1954.14  8.71564e+14       0        1448
         302      63.6508      1802.12      1469.89  9.57608e+14       0         635
         303      1633.98      356.012      1911.82  8.26432e+14       0        5822
         305      401.838      1097.64      90.9438  8.22210e+14       0        2243
         306      2564.70      618.903      627.779  9.34851e+14       0        2594        3323
         307      1869.68      1763.84      2347.58  7.74543e+14       0         238        6044
         308      335.920      998.284      2343.67  6.93952e+14       0        1495        3571
         310      470.814      2392.76      2127.75  9.57284e+14       0        3957
         311      1820.02      567.990      2184.79  1.15433e+15       0        1979        3402
         312      1890.62      1184.29      1860.92  9.85273e+14       0        3337
         313      301.121      1690.43      421.980  7.50451e+14       0         847
         315      2375.36      72.2342      1437.72  5.50841e+14       0        3928
         316      2365.99      607.878      1711.94  1.02751e+15       0         695
         317      510.996      2182.21      2431.02  8.27863e+14       0        3586
         318      1684.13      2091.92      412.077  5.34819e+14       0         342
         319      986.604      442.659      2678.97  6.75084e+14       0        1855
         320      2256.44      822.350      2344.45  5.70913e+14       0        2381
         321      808.142      1700.14      1181.97  1.11807e+15       0        2794
         322      722.124      897.176      1795.56  9.82881e+14       0        4181
         323      456.956      2650.07      1362.47  8.41708e+14       0          89
         324      1571.48      572.370      2136.66  7.48838e+14       0        3073
         326      1956.44      592.039      1606.32  9.82528e+14       0        4582
         330      1180.12      1950.45      1053.33  8.24837e+14       0        5487
         331      1722.04      2521.59      2539.09  9.39885e+14       0        3339        3709        4094
         332      2116.22      2275.23      1200.16  8.33816e+14       0        2739
         333      1372.22      1328.34      628.638  8.63840e+14       0        3325
         334      1957.88      917.854      1123.38  8.25258e+14       0        1886
         335      1585.17      1029.95      2364.71  8.52857e+14       0        4360
         336      47.7317      49.3394      938.894  8.74662e+14       0        3340
         339      142.359      1774.34      516.182  7.68881e+14       0        4300
         340      93.6039      119.834      1524.38  9.50392e+14       0        1521
         342      418.523      912.646      1417.45  9.94774e+14       0        1082        6122
         343      2061.18      627.461      2014.29  6.68919e+14       0        3237        4150
         344      2259.69      469.079      2375.53  8.25069e+14       0        3029
         345      651.924      2412.21      1430.09  5.84323e+14       0        2255        3921
         346      1886.28      2622.18      2463.49  7.12931e+14       0        1324
         347      2155.40      445.956      1854.45  8.81842e+14       0        3984
         348      1139.69      1280.68      330.380  8.44036e+14       0        5634
         349      2418.37      1702.82      2629.55  7.96157e+14       0        1017
         350      2425.56      2040.12      1301.85  8.49404e+14       0        1874
         351      1518.73      1673.69      13.3950  5.95597e+14       0        3985
         352      2477.98      221.496      938.347  1.01865e+15       0        1340
         353      2156.51      2470.76      1631.29  8.75689e+14       0        1047
         354      1582.49      1607.07      2547.99  1.00446e+15       0        4028
         356      773.174      997.084      2581.66  1.14176e+15       0        1357
         357      2306.03      1958.92      32.9183  6.58679e+14       0        1237
         358      1996.40      136.643      1457.95  8.60978e+14       0        3670
         359      1461.38      1637.69      2630.78  8.03137e+14       0        5920
         360      2305.31      1240.60      138.242  9.60416e+14       0        5588
         361      1361.54      1185.54      1970.55  5.94487e+14       0        5268
         362      553.436      366.577      301.326  1.44757e+15       0        2822
         363      703.339      2231.26      199.276  9.41622e+14       0        2166
         365      1511.18      1470.99      1264.61  8.74871e+14       0        4820        5796
         366      1870.63      2168.44      1760.61  9.94835e+14       0        5237
         367      1040.97      977.295      2375.29  8.81032e+14       0         454
         368      2392.85      87.4685      1175.62  7.89957e+14       0         539        1163
         369      823.705      2190.48      1851.95  1.14829e+15       0        3630
         370      158.228      2648.51      2515.70  8.01691e+14       0         451
         371      546.076      1311.81      821.404  8.47826e+14       0        5034
         372      45.7311      446.626      920.204  9.50669e+14       0        3251
         373      1300.37      64.4508      1787.63  8.30764e+14       0         394         760
         375      2265.14      493.658      1590.88  5.49851e+14       0        4935
         376      748.367      956.314      1174.67  6.83087e+14       0        5455        5909
         377      1838.22      2258.85      1030.07  8.28491e+14       0         504
         378      2145.74      26.2002      1942.67  8.65127e+14       0        2331
         379      1135.74      186.554      565.839  9.04464e+14       0        1812
         380      2090.32      617.877      2626.26  7.95586e+14       0        1573
         381      2030.25      1366.91      221.941  9.44096e+14       0        4378
         382      819.816      2577.91      388.944  8.66419e+14       0        4739
         383      216.189      1130.80      2056.85  7.13099e+14       0         419
         384      278.069      640.639      2346.75  6.89438e+14       0        1447
         385      370.961      1244.28      486.120  8.27440e+14       0        1060
         388      1901.13      1768.25      1744.73  7.34426e+14       0        3590
         389      2515.00      1402.90      915.222  9.55010e+14       0         952
         390      155.972      1724.02      698.609  8.74864e+14       0        3167
         391      631.444      1688.22      911.307  9.60042e+14       0        4813
         393      879.741      2027.29      129.275  5.14798e+14       0        5601
         394      2123.98      185.721      1494.89  1.02166e+15       0        2813
         395      2490.12      1407.24      2148.86  1.03324e+15       0        3525
         396      376.715      2605.07      1448.01  9.93467e+14       0        4707
         399      209.292      806.906      1829.06  8.35962e+14       0        5725
         400      1135.95      2542.21      1971.84  9.17873e+14       0        4299
         402      1472.33      1112.77      2640.35  8.49550e+14       0        4039
         404      344.560      2665.09      1470.75  6.62256e+14       0        4707
         405      730.609      475.588      2376.90  9.69075e+14       0        3399
         406      1776.49      1939.19      2002.86  8.29182e+14       0         418
         407      2523.05      1492.69      1168.97  8.10568e+14       0         555        3117
         409      2621.67      389.004      282.310  7.04531e+14       0        4050
         410      1608.46      2508.12      2026.49  9.89928e+14       0        3981
         411      819.800      84.4939      1032.87  7.40110e+14       0         544        5200
         412      453.750      1024.70      258.045  9.16776e+14       0        5530
         413      761.322      1874.26      787.431  8.70220e+14       0         977
         414      2169.40      828.424      777.841  8.50338e+14       0         260
         415      1632.27      796.986      1280.36  7.88413e+14       0        4283
         417      2678.23      2377.01      2271.70  5.54644e+14       0        5466
         418      2648.58      2421.39      458.600  9.90552e+14       0        1638
         419      1064.67      1513.42      519.173  7.87481e+14       0        1479        4117
         420      1242.56      495.493      32.9128  9.37902e+14       0        5554
         421      2093.37      1498.23      2646.35  1.09847e+15       0        3923
         422      911.341      612.471      1320.11  9.73972e+14       0        1612
         423      1803.54      191.785      663.860  8.22484e+14       0        2712
         424      892.017      581.908      1339.77  9.72071e+14       0        3306
         425      258.738      2349.80      908.071  9.45782e+14       0        1142
         426      1836.86      2176.74      2101.81  7.55504e+14       0        1199        3061
         427      2001.10      116.856      1474.81  1.09816e+15       0        3670
         428      1660.93      1642.53      2292.89  7.49355e+14       0        2596
         429      2389.83      432.053      1996.26  9.38470e+14       0         335
         430      2144.94      1353.81      1774.14  8.63864e+14       0        3718
         431      2102.24      2343.77      2458.21  7.88581e+14       0        5038
         432      1944.14      852.562      1495.91  7.25873e+14       0        1870
         433      1061.51      165.899      1794.47  9.09022e+14       0          95         179
         435      2628.01      611.896      1449.53  6.82162e+14       0         756
         436      1271.35      326.424      919.866  9.20298e+14       0         224
         438      1251.77      1921.81      2638.30  8.61805e+14       0        2115
         439      2324.89      2139.25      50.3055  7.14443e+14       0        5807
         440      2307.33      1001.89      2531.80  1.19800e+15       0        2146
         441      2398.03      1039.12      2448.77  8.83960e+14       0        2382
         442      2640.25      2554.55      1050.21  7.76627e+14       0         584         880
         443      1206.55      102.899      560.957  8.27830e+14       0        2353
         444      2120.14      1637.01      315.798  9.68671e+14       0        1702
         445      2432.82      898.589      2137.59  8.15745e+14       0        3720
         446      1065.31      536.871      1012.06  9.80491e+14       0        2387
         447      2265.07      2435.24      364.784  1.06497e+15       0         615        4167
         448      2290.90      2630.01      1842.59  7.99690e+14       0        1179
         449      1550.34      1074.67      2255.39  8.64567e+14       0         468
         450      226.957      848.760      2562.68  5.79738e+14       0         871        1614
         451      238.629      467.505      2095.45  8.42690e+14       0         799
         452      1276.45      1474.32      2296.97  1.03522e+15       0        3526
         453      1059.32      1911.60      2350.92  8.83198e+14       0        2723        5210
         454      2287.93      1479.74      77.4208  7.11711e+14       0        1445
         455      654.394      331.114      399.546  8.77981e+14       0        1420
         456      1860.71      705.687      858.071  8.66945e+14       0        2173
         457      978.164      1724.66      1471.52  6.45358e+14       0        3422
         458      810.722      1380.23      1320.32  9.94185e+14       0        1400
         459      1027.90      1211.31      640.867  6.84543e+14       0         642
         460      1647.50      404.913      938.380  8.24025e+14       0        2838
         461      2116.74      78.9123      111.931  7.43242e+14       0        1603
         462      519.395      1819.00      1822.56  7.08549e+14       0        1072
         463      238.914      285.550      610.134  9.71503e+14       0        4732
         464      1917.39      2001.92      2382.58  7.75512e+14       0        4351
         465      1166.68      376.022      2426.80  6.00459e+14       0        4441
         466      2453.62      382.747      889.590  7.94219e+14       0         857
         467      2566.19      2090.11      1904.18  7.66896e+14       0        5600
         468      1165.62      1690.83      2655.57  5.29512e+14       0        6140
         469      1847.81      2303.96      598.740  8.32850e+14       0        1789        5159
         470      54.8125      1129.26      1773.68  1.05258e+15       0        1751
         471      716.620      16.7745      1305.70  5.69641e+14       0        6107
         472      1941.02      916.198      1109.62  5.95449e+14       0        1886
         473      1793.82      163.785      393.264  9.48184e+14       0        2126
         474      1804.65      2260.11      2103.44  9.52741e+14       0        3183
         475      2028.00      1937.00      461.111  6.43222e+14       0        5913
         476      2209.59      2412.47      961.093  8.23421e+14       0        3500
         477      2279.32      289.571      783.351  1.00237e+15       0        5026
         478      1906.68      1527.50      1713.85  7.68076e+14       0        2326
         479      1306.08      1769.42      1489.72  7.40757e+14       0         474
         480      2411.52      1303.61      244.414  9.38134e+14       0         345
         481      315.705      2477.41      2018.91  8.78488e+14       0        2575        3978
         482      2547.43      76.5905      550.444  7.91105e+14       0         122
         483      2165.07      1857.10      2589.14  8.65441e+14       0        5100
         484      2486.89      885.425      2632.62  8.95851e+14       0        3238
         486      1305.39      1369.47      722.705  8.52607e+14       0        3748
         487      418.996      1635.41      1224.82  5.46874e+14       0        1908
         488      1007.58      1223.33      1200.31  7.73961e+14       0         248         690
         489      2288.52      1145.33      1422.39  9.49608e+14       0        2917
         490      2326.21      1921.84      237.953  6.82778e+14       0        3783
         491      1352.07      248.271      1987.07  5.06361e+14       0        1326
         493      700.962      2488.66      102.607  1.09075e+15       0        5214
         494      2257.38      281.288      1225.33  7.90263e+14       0        5928
         495      1792.58      52.8964      1370.15  6.73262e+14       0        1397
         496      14.5175      181.101      1924.56  1.00052e+15       0        4142
         497      2499.10      900.404      45.2690  1.12449e+15       0        5959
         498      297.848      167.539      670.190  5.80689e+14       0        3232        3834        4804
         499      1949.23      220.952      15.6330  9.16707e+14       0        6049
         500      583.442      1780.60      1171.41  8.33980e+14       0        1746
         501      38.1142      312.012      298.345  5.60975e+14       0         438
         503      871.330      2663.06      1799.84  1.10263e+15       0        2012
         504      999.414      1550.85      54.0722  9.07652e+14       0        4113
         506      888.698      291.610      2084.92  7.34931e+14       0        1385
